timestamp,temperature,humidity,pressure,bboxes
1728996907,22.290001,0.000000,101399.046875,
1728996917,22.260000,0.000000,101398.734375,
172896927,22.240000,0.000000,101402.289062,[{"x_min":201,"y_min":35,"x_max":219,"y_max":54},{"x_min":188,"y_min":54,"x_max":230,"y_max":74}]
